segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
096-032,happy,0.762,0.1452,0.0319,0.0043,0.0047,0.0002,0.0518
096-033,happy,0.5825,0.0692,0.0118,0.0068,0.3205,0.0059,0.0034
096-034,happy,0.2733,0.009,0.6954,0.0063,0.012,0.0015,0.0025
096-035,happy,0.0286,0.0045,0.0005,0.0009,0.9651,0.0002,0.0002
096-036,happy,0.898,0.0105,0.0306,0.0027,0.0529,0.0003,0.005
096-037,happy,0.25,0.0105,0.7146,0.0072,0.0143,0.0011,0.0022
096-038,happy,0.4963,0.121,0.0102,0.0024,0.3665,0.0004,0.0033
096-039,happy,0.6468,0.0263,0.2721,0.0073,0.0373,0.0008,0.0094
096-040,happy,0.5832,0.0529,0.1287,0.2021,0.0025,0.0096,0.0209
096-076,surprise,0.2918,0.0595,0.0012,0.0159,0.621,0.0082,0.0024
096-077,surprise,0.5914,0.0506,0.0335,0.0443,0.0202,0.0205,0.2395
096-078,surprise,0.4115,0.2626,0.1816,0.0119,0.0531,0.0016,0.0777
096-079,surprise,0.8561,0.0671,0.0028,0.0177,0.0535,0.0018,0.0008
096-080,surprise,0.5973,0.1541,0.1771,0.0233,0.0414,0.0011,0.0057
096-081,surprise,0.1981,0.0352,0.0017,0.4925,0.0069,0.2632,0.0025
096-082,surprise,0.938,0.0138,0.0112,0.0042,0.0301,0.0006,0.0021
096-083,surprise,0.1544,0.0811,0.0016,0.612,0.001,0.1437,0.0062
096-084,surprise,0.5629,0.2935,0.0005,0.1105,0.0009,0.0047,0.027
096-085,surprise,0.0497,0.0706,0.0003,0.5278,0.0012,0.3421,0.0083
096-086,surprise,0.1379,0.8259,0.0003,0.0243,0.0004,0.0029,0.0083
096-087,surprise,0.6699,0.0334,0.0591,0.2065,0.0162,0.0125,0.0024
096-088,surprise,0.1889,0.7744,0.0005,0.0029,0.0003,0.0002,0.0329
096-089,surprise,0.2941,0.0247,0.3505,0.2469,0.032,0.0492,0.0025
096-090,surprise,0.0121,0.9674,0.0002,0.0132,6.00E-05,0.0019,0.0051
096-126,neutral,0.469,0.0138,0.4759,0.0047,0.0302,0.0009,0.0055
096-127,neutral,0.7716,0.0122,0.1987,0.0044,0.0052,0.0024,0.0055
096-128,neutral,0.5938,0.2445,0.0567,0.0212,0.0012,0.0007,0.082
096-129,neutral,0.9153,0.0212,0.0475,0.0071,0.004,0.0008,0.0042
096-130,neutral,0.2357,0.6496,0.0014,0.0319,0.0004,0.0013,0.0797
096-131,neutral,0.6776,0.0413,0.081,0.004,0.19,0.0003,0.0058
096-132,neutral,0.882,0.0949,0.0025,0.0041,0.0053,0.0005,0.0107
096-133,neutral,0.2419,0.0485,0.0062,0.6838,0.0075,0.0095,0.0026
096-134,neutral,0.8569,0.124,0.0045,0.0031,0.0011,0.0002,0.0103
096-135,neutral,0.5208,0.3181,0.0005,0.0167,0.0018,0.0065,0.1356
096-136,neutral,0.9185,0.0084,0.0522,0.0072,0.01,0.0009,0.0028
096-137,neutral,0.947,0.0345,0.0014,0.0057,0.0076,0.0005,0.0033
096-138,neutral,0.9019,0.0162,0.0019,0.0123,0.0009,0.0151,0.0518
096-139,neutral,0.364,0.403,0.0008,0.1883,0.0003,0.0107,0.0329
096-140,neutral,0.8722,0.0949,0.0026,0.0026,0.0009,0.0002,0.0266
096-176,fear,0.4356,0.0621,0.0495,0.0606,0.0015,0.3521,0.0386
096-177,fear,0.9672,0.0027,0.0052,0.0013,0.0151,0.0007,0.0078
096-178,fear,0.4101,0.1444,0.0493,0.3669,0.0114,0.0055,0.0123
096-179,fear,0.8464,0.0658,0.0041,0.0327,0.0423,0.0025,0.0063
096-180,fear,0.9061,0.0082,0.008,0.0031,0.0411,0.0091,0.0245
096-181,fear,0.1783,0.1794,0.0022,0.307,0.2574,0.049,0.0267
096-182,fear,0.0439,0.0124,0.0004,0.5476,0.0019,0.3915,0.0024
096-183,fear,0.2358,0.6757,0.0002,0.0097,0.001,0.0017,0.076
096-184,fear,0.415,0.5225,0.0019,0.004,0.0021,0.0004,0.0541
096-185,fear,0.9235,0.0124,0.0018,0.0044,0.0557,0.0006,0.0016
096-186,fear,0.0127,0.0055,0.9237,0.0231,0.0181,0.0163,0.0006
096-187,fear,0.2005,0.7579,0.0085,0.0076,0.0115,0.0005,0.0136
096-188,fear,0.2221,0.5439,0.0035,0.0054,0.0125,0.0159,0.1968
096-189,fear,0.8054,0.0056,0.0983,0.0044,0.0146,0.0051,0.0667
096-190,fear,0.1085,0.8822,0.0001,0.0041,0.0013,0.0003,0.0036
096-226,disgust,0.8694,0.0056,0.0234,0.0021,0.0954,0.0005,0.0036
096-227,disgust,0.1099,0.833,0.0003,0.04,0.0017,0.0017,0.0133
096-228,disgust,0.8495,0.0259,0.0042,0.0528,0.0618,0.0006,0.0052
096-229,disgust,0.2613,0.5239,0.1306,0.0042,0.0392,0.0011,0.0397
096-230,disgust,0.8996,0.0906,0.0008,0.0012,0.0024,0.0001,0.0052
096-231,disgust,0.4113,0.0309,0.3715,0.0075,0.1724,0.0025,0.0039
096-232,disgust,0.4708,0.0862,0.0017,0.0041,0.313,0.0005,0.1238
096-233,disgust,0.862,0.017,0.0091,0.0699,0.0291,0.0009,0.012
096-234,disgust,0.6145,0.034,0.0012,0.246,0.0117,0.0729,0.0196
096-235,disgust,0.5609,0.0172,0.3237,0.0053,0.0859,0.0017,0.0053
096-236,disgust,0.7128,0.0666,0.0047,0.0457,0.0177,0.011,0.1415
096-237,disgust,0.8279,0.0692,0.0421,0.0145,0.0074,0.0029,0.036
096-238,disgust,0.6986,0.0098,0.2566,0.0034,0.0254,0.0007,0.0055
096-239,disgust,0.5342,0.0237,0.0006,0.3756,0.0125,0.0456,0.0078
096-240,disgust,0.9376,0.0091,0.0041,0.0037,0.0433,0.001,0.0012
096-276,angry,0.011,0.2249,0.0084,0.5413,0.0007,0.2036,0.0102
096-277,angry,0.3338,0.1656,0.0086,0.3872,0.0012,0.0649,0.0388
096-278,angry,0.8651,0.0288,0.0763,0.0077,0.0148,0.0008,0.0065
096-279,angry,0.5286,0.0212,0.3129,0.1058,0.0084,0.0204,0.0026
096-280,angry,0.1728,0.0701,0.2292,0.2736,0.001,0.2423,0.0109
096-281,angry,0.0567,0.8266,0.0039,0.0711,0.0009,0.0046,0.0363
096-282,angry,0.0478,0.2285,0.0081,0.0957,0.6053,0.0101,0.0045
096-283,angry,0.0871,0.0313,0.1114,0.0271,0.7399,0.0027,0.0005
096-284,angry,0.0144,0.3418,0.0012,0.5059,0.0002,0.1305,0.0061
096-285,angry,0.0627,0.1007,0.8045,0.0212,0.0035,0.0041,0.0033
096-286,angry,0.0055,0.9032,0.0006,0.0799,7.51E-05,0.0086,0.0021
096-287,angry,0.1002,0.4896,0.0027,0.037,0.0002,0.0047,0.3656
096-288,angry,0.4261,0.5608,0.0017,0.005,0.0009,0.0008,0.0047
096-289,angry,0.0045,0.9921,0.0002,0.0015,5.97E-05,0.0002,0.0015
096-300,angry,0.0112,0.8429,0.0333,0.0474,0.0589,0.0053,0.001
096-326,sad,0.1829,0.0932,0.001,0.006,0.7067,0.0034,0.0068
096-327,sad,0.6536,0.3147,0.0011,0.0025,0.0006,0.0003,0.0273
096-328,sad,0.0432,0.0454,0.002,0.6664,0.001,0.2385,0.0036
096-329,sad,0.8784,0.0269,0.0006,0.0213,0.05,0.0125,0.0103
096-330,sad,0.8856,0.004,0.0869,0.0036,0.0171,0.0009,0.0019
096-331,sad,0.9032,0.0731,0.0013,0.0016,0.0072,0.0001,0.0135
096-332,sad,0.931,0.0343,0.0029,0.0095,0.0164,0.0029,0.003
096-333,sad,0.9266,0.0078,0.0068,0.0016,0.0552,0.0007,0.0013
096-334,sad,0.3771,0.0062,0.024,0.0037,0.5812,0.0004,0.0074
096-335,sad,0.6364,0.0545,0.2071,0.014,0.038,0.0034,0.0466
096-336,sad,0.0144,0.0019,0.0005,0.0005,0.9822,0.0003,0.0002
096-337,sad,0.5919,0.0122,0.0212,0.0035,0.367,0.0016,0.0026
096-338,sad,0.121,0.007,0.0046,0.0009,0.8624,0.0005,0.0036
096-339,sad,0.3987,0.3252,0.0004,0.0097,0.2478,0.0018,0.0164
096-340,sad,0.1197,0.0142,0.0003,0.0449,0.5577,0.2607,0.0024
097-001,happy,0.5731,0.0112,0.3717,0.0128,0.0245,0.0044,0.0023
097-002,happy,0.8847,0.0247,0.0713,0.0046,0.0109,0.0003,0.0035
097-003,happy,0.8661,0.0358,0.0123,0.0494,0.0072,0.0144,0.0147
097-004,happy,0.9278,0.0179,0.0378,0.0054,0.0057,0.0006,0.0048
097-005,happy,0.1,0.0188,0.842,0.0273,0.0083,0.0029,0.0006
097-041,happy,0.1026,0.1095,0.7508,0.0143,0.0169,0.0019,0.0038
097-042,happy,0.4226,0.0114,0.5104,0.0069,0.041,0.0025,0.0052
097-043,happy,0.898,0.0131,0.0671,0.0035,0.0088,0.0006,0.0089
097-044,happy,0.9483,0.0061,0.0291,0.0029,0.0115,0.0006,0.0015
097-045,happy,0.0404,0.0029,0.9351,0.006,0.0109,0.0035,0.0011
097-046,happy,0.2241,0.2934,0.0014,0.0039,0.0017,0.0008,0.4747
097-047,happy,0.7355,0.0175,0.2083,0.0124,0.0207,0.0012,0.0043
097-048,happy,0.2398,0.0299,0.4416,0.0101,0.2743,0.0015,0.0028
097-049,happy,0.6988,0.0998,0.1518,0.0252,0.0185,0.0023,0.0036
097-050,happy,0.8055,0.1289,0.0028,0.0347,0.0052,0.002,0.0209
097-051,surprise,0.4079,0.0109,0.5465,0.0094,0.0178,0.0014,0.0061
097-052,surprise,0.6124,0.0237,0.1969,0.0349,0.1275,0.0026,0.0018
097-053,surprise,0.8504,0.0328,0.0387,0.0615,0.0132,0.0011,0.0023
097-054,surprise,0.9417,0.0186,0.0134,0.0063,0.0139,0.0006,0.0055
097-055,surprise,0.3747,0.11,0.0117,0.4752,0.0023,0.0012,0.025
097-090,surprise,0.0087,0.9726,0.0002,0.0126,3.87E-05,0.0016,0.0043
097-091,surprise,0.8,0.0459,0.0685,0.0288,0.053,0.0022,0.0015
097-092,surprise,0.1489,0.0904,0.0021,0.1305,0.6221,0.0036,0.0024
097-093,surprise,0.8455,0.0812,0.0189,0.019,0.0274,0.0008,0.0073
097-094,surprise,0.8783,0.039,0.0038,0.0121,0.0628,0.0013,0.0027
097-095,surprise,0.3438,0.4916,0.0004,0.0341,0.0003,0.0055,0.1242
097-096,surprise,0.0863,0.8903,0.0036,0.0155,0.0018,0.0005,0.0021
097-097,surprise,0.1299,0.1513,0.0059,0.678,0.0019,0.0319,0.001
097-098,surprise,0.7776,0.0213,0.0432,0.014,0.1365,0.0037,0.0036
097-099,surprise,0.1779,0.4212,0.0045,0.3558,0.0225,0.0101,0.0079
097-101,neutral,0.9494,0.0324,0.0016,0.0015,0.0017,0.0002,0.0132
097-102,neutral,0.338,0.4845,0.0006,0.161,0.0004,0.0029,0.0126
097-103,neutral,0.6447,0.258,0.0009,0.0066,0.0027,0.0006,0.0866
097-104,neutral,0.9008,0.0491,0.0018,0.0306,0.0112,0.0019,0.0045
097-105,neutral,0.6815,0.033,0.2218,0.0133,0.0061,0.0008,0.0436
097-141,neutral,0.9337,0.0112,0.0148,0.0045,0.0338,0.0008,0.0011
097-142,neutral,0.9226,0.061,0.0016,0.0024,0.0026,0.0001,0.0096
097-143,neutral,0.3428,0.4499,0.0006,0.131,0.0004,0.0177,0.0575
097-144,neutral,0.7818,0.2001,0.0021,0.0009,0.0054,0.0001,0.0095
097-145,neutral,0.8368,0.1304,0.0043,0.0094,0.0003,0.0003,0.0185
097-146,neutral,0.7107,0.2447,0.0023,0.0013,0.0006,0.0002,0.0402
097-147,neutral,0.9237,0.0585,0.002,0.003,0.0004,0.0002,0.0122
097-148,neutral,0.2629,0.5105,0.0008,0.0587,0.0002,0.0036,0.1633
097-149,neutral,0.9258,0.0101,0.0201,0.0016,0.0353,0.0002,0.0068
097-150,neutral,0.7548,0.2006,0.0019,0.0034,0.0018,0.0003,0.0371
097-151,fear,0.8523,0.049,0.0018,0.0054,0.0733,0.0029,0.0152
097-152,fear,0.3139,0.208,0.0147,0.123,0.0825,0.1155,0.1423
097-153,fear,0.747,0.0325,0.0073,0.0055,0.2041,0.0013,0.0023
097-154,fear,0.9466,0.0187,0.009,0.0025,0.0149,8.44E-05,0.0081
097-155,fear,0.173,0.0033,0.0022,0.0083,0.0048,0.7865,0.0219
097-191,fear,0.6252,0.1827,0.0111,0.0976,0.0485,0.0104,0.0245
097-192,fear,0.9666,0.0131,0.0019,0.0019,0.0137,0.0002,0.0026
097-193,fear,0.0172,0.8309,0.0003,0.0978,0.0001,0.045,0.0086
097-194,fear,0.1042,0.103,0.0007,0.1343,0.0012,0.3229,0.3338
097-195,fear,0.4095,0.1285,0.0014,0.0146,0.4415,0.0011,0.0034
097-196,fear,0.5152,0.2256,0.0026,0.0057,0.2272,0.0004,0.0232
097-197,fear,0.0445,0.0053,0.0004,0.0221,0.0006,0.9128,0.0144
097-198,fear,0.7574,0.0095,0.1026,0.0119,0.1061,0.0055,0.007
097-199,fear,0.3384,0.3433,0.0009,0.0177,0.2505,0.0005,0.0487
097-200,fear,0.9687,0.0041,0.0054,0.0013,0.0165,0.0004,0.0036
097-201,disgust,0.2572,0.0963,0.0006,0.5691,0.0013,0.0437,0.0318
097-202,disgust,0.2411,0.1165,0.0011,0.4442,0.0007,0.1707,0.0256
097-203,disgust,0.1719,0.0081,0.001,0.0295,0.001,0.7136,0.0749
097-204,disgust,0.9317,0.016,0.0094,0.0216,0.0171,0.0017,0.0023
097-205,disgust,0.8512,0.0143,0.0173,0.0041,0.107,0.0009,0.0051
097-241,disgust,0.9417,0.0211,0.0078,0.0028,0.014,0.0003,0.0123
097-242,disgust,0.2981,0.3589,0.001,0.0033,0.0027,0.0004,0.3356
097-243,disgust,0.0207,0.975,0.0002,0.0015,0.0003,0.0002,0.0021
097-244,disgust,0.466,0.1089,0.0031,0.3983,0.0045,0.0077,0.0114
097-245,disgust,0.7003,0.104,0.1008,0.0355,0.0207,0.001,0.0376
097-246,disgust,0.3122,0.3913,0.1952,0.006,0.0448,0.001,0.0496
097-247,disgust,0.4109,0.087,0.0121,0.4168,0.0675,0.0041,0.0016
097-248,disgust,0.9479,0.0103,0.0082,0.0022,0.0295,0.0003,0.0016
097-249,disgust,0.3718,0.0494,0.0037,0.0348,0.0087,0.4944,0.0371
097-250,disgust,0.5352,0.3564,0.0231,0.0331,0.025,0.0024,0.0247
097-251,angry,0.0683,0.9142,0.0056,0.0028,0.0011,0.0001,0.008
097-252,angry,0.6352,0.2386,0.0027,0.0165,0.0007,0.001,0.1053
097-253,angry,0.0287,0.7998,0.0006,0.0051,0.0014,0.0013,0.1632
097-254,angry,0.0656,0.1606,0.0008,0.0028,0.7639,0.0005,0.0058
097-255,angry,0.0591,0.9234,0.0013,0.0043,0.0004,0.0007,0.0108
097-291,angry,0.0187,0.9391,0.0003,0.0102,8.29E-05,0.0007,0.0309
097-292,angry,0.032,0.9566,0.0017,0.0024,0.0052,0.0001,0.002
097-293,angry,0.0152,0.9754,0.0002,0.0054,5.10E-05,0.0003,0.0035
097-294,angry,0.5513,0.1933,0.1551,0.0574,0.0042,0.0128,0.0261
097-295,angry,0.7149,0.1647,0.0473,0.0398,0.0247,0.0024,0.0062
097-296,angry,0.4503,0.5044,0.0252,0.013,0.0046,0.0005,0.0019
097-297,angry,0.0385,0.9158,0.0005,0.0202,0.0003,0.001,0.0238
097-298,angry,0.641,0.2246,0.028,0.0357,0.0632,0.0018,0.0058
097-299,angry,0.4632,0.4914,0.0249,0.0144,0.002,0.0007,0.0034
097-300,angry,0.0157,0.9377,0.0033,0.0088,0.0332,0.0006,0.0008
097-301,sad,0.6818,0.0071,0.1893,0.0038,0.11,0.0008,0.0071
097-302,sad,0.0213,0.021,0.0001,0.0015,0.9546,0.0009,0.0005
097-303,sad,0.7849,0.0318,0.0058,0.0097,0.0059,0.0004,0.1615
097-304,sad,0.0851,0.003,0.0036,0.0008,0.9061,0.001,0.0004
097-305,sad,0.4182,0.0047,0.1619,0.0039,0.4057,0.0019,0.0037
097-306,sad,0.4677,0.0106,0.4193,0.0065,0.0869,0.004,0.0049
097-309,sad,0.876,0.004,0.0094,0.0034,0.1047,0.0013,0.0011
097-341,sad,0.0183,0.0401,0.0039,0.0041,0.9325,0.0003,0.0007
097-342,sad,0.7771,0.0045,0.0026,0.0023,0.2106,0.0004,0.0024
097-343,sad,0.174,0.106,0.6911,0.0136,0.005,0.001,0.0092
097-344,sad,0.1297,0.006,0.0093,0.0006,0.8501,0.0004,0.0038
097-345,sad,0.0194,0.0185,0.0002,0.0021,0.9581,0.0005,0.0012
097-346,sad,0.2909,0.0097,0.5866,0.0045,0.096,0.0055,0.0068
097-347,sad,0.4301,0.0091,0.0113,0.0007,0.5398,0.0016,0.0074
097-348,sad,0.798,0.1135,0.0014,0.0026,0.006,0.0004,0.078
098-006,happy,0.7998,0.1332,0.0065,0.0171,0.0148,0.0009,0.0277
098-007,happy,0.5124,0.4305,0.009,0.003,0.0009,0.0004,0.044
098-008,happy,0.5413,0.012,0.4034,0.015,0.019,0.0043,0.005
098-009,happy,0.5486,0.0197,0.3764,0.0061,0.0442,0.0012,0.0037
098-010,happy,0.7777,0.0701,0.0236,0.0035,0.1186,0.0006,0.0058
098-011,happy,0.6626,0.0089,0.0028,0.0011,0.3233,0.0002,0.0011
098-012,happy,0.8046,0.0506,0.0819,0.012,0.0253,0.0004,0.0252
098-013,happy,0.8462,0.0999,0.003,0.0029,0.0377,0.0004,0.0101
098-014,happy,0.1694,0.4005,0.0048,0.0032,0.0033,0.0025,0.4164
098-015,happy,0.182,0.6217,0.0007,0.0089,0.0003,0.0004,0.186
098-016,happy,0.6135,0.0884,0.0225,0.0227,0.2439,0.0044,0.0046
098-017,happy,0.9597,0.017,0.0045,0.0041,0.0129,0.0004,0.0013
098-018,happy,0.7421,0.0226,0.0219,0.003,0.1945,0.0004,0.0155
098-019,happy,0.8989,0.0527,0.0184,0.0159,0.0098,0.0011,0.0033
098-020,happy,0.9228,0.027,0.0102,0.0044,0.0034,0.0002,0.0321
098-056,surprise,0.7943,0.0092,0.115,0.02,0.0498,0.0079,0.0037
098-057,surprise,0.5312,0.135,0.0105,0.0774,0.1654,0.0056,0.0749
098-058,surprise,0.2542,0.2044,0.0008,0.1974,0.3144,0.0248,0.0039
098-059,surprise,0.9084,0.048,0.0087,0.0036,0.0214,0.0006,0.0093
098-060,surprise,0.2348,0.6401,0.0012,0.0084,0.0002,0.0003,0.115
098-061,surprise,0.0844,0.0332,0.001,0.0073,0.01,0.0016,0.8625
098-062,surprise,0.3148,0.6532,0.0004,0.0113,0.0026,0.004,0.0137
098-063,surprise,0.9457,0.0106,0.0119,0.0085,0.0068,0.0026,0.0139
098-064,surprise,0.5034,0.4156,0.0012,0.004,0.0013,0.0003,0.0741
098-065,surprise,0.1858,0.0942,0.0026,0.7025,0.0051,0.0078,0.0019
098-066,surprise,0.9092,0.0637,0.0015,0.0091,0.0098,0.0003,0.0064
098-067,surprise,0.0293,0.0439,0.0148,0.8987,0.0023,0.0102,0.0008
098-068,surprise,0.7469,0.0385,0.0207,0.0073,0.1821,0.0008,0.0036
098-069,surprise,0.0758,0.8194,0.0016,0.089,0.0002,0.0065,0.0074
098-070,surprise,0.1303,0.0374,0.0097,0.006,0.8146,0.0006,0.0013
098-106,neutral,0.9293,0.016,0.0032,0.0013,0.0452,0.0002,0.0049
098-107,neutral,0.9511,0.0047,0.0206,0.0024,0.0088,0.0011,0.0112
098-108,neutral,0.9371,0.0113,0.0027,0.0019,0.0452,0.0002,0.0016
098-109,neutral,0.4241,0.0285,0.4804,0.0105,0.0497,0.0021,0.0047
098-110,neutral,0.5229,0.2199,0.0064,0.0375,0.0424,0.0012,0.1697
098-111,neutral,0.7914,0.0811,0.0003,0.0081,0.0018,0.0002,0.1171
098-112,neutral,0.9633,0.0159,0.0041,0.0035,0.0099,0.0006,0.0027
098-113,neutral,0.939,0.006,0.0448,0.0038,0.0029,0.0003,0.0032
098-114,neutral,0.7261,0.055,0.0018,0.0126,0.1947,0.004,0.0056
098-115,neutral,0.8749,0.0811,0.005,0.0053,0.0081,0.0004,0.0252
098-116,neutral,0.9467,0.0339,0.0005,0.0011,0.0025,0.0001,0.0152
098-117,neutral,0.0526,0.929,0.0002,0.0129,0.0002,0.0007,0.0044
098-118,neutral,0.9418,0.0192,0.0005,0.0116,0.0007,0.0032,0.0229
098-119,neutral,0.7886,0.0556,0.0022,0.143,0.0046,0.0034,0.0026
098-120,neutral,0.2791,0.0152,0.6813,0.0098,0.01,0.0015,0.0031
098-156,fear,0.6388,0.1701,0.0016,0.0649,0.0021,0.0057,0.1167
098-157,fear,0.7565,0.0236,0.1737,0.0195,0.0148,0.0059,0.006
098-158,fear,0.9508,0.02,0.0035,0.0016,0.0205,0.0003,0.0033
098-159,fear,0.0143,0.006,0.0001,0.0325,0.0005,0.9443,0.0022
098-160,fear,0.8074,0.0264,0.0035,0.004,0.0272,0.0007,0.1309
098-161,fear,0.0989,0.0058,0.0004,0.1465,0.0018,0.7351,0.0116
098-162,fear,0.2378,0.5302,0.0785,0.0599,0.0622,0.0019,0.0295
098-163,fear,0.6849,0.0132,0.0435,0.014,0.2316,0.0015,0.0113
098-164,fear,0.3552,0.0203,0.0029,0.2488,0.003,0.3475,0.0223
098-165,fear,0.2323,0.2438,0.3518,0.1549,0.0031,0.0099,0.0042
098-166,fear,0.0434,0.9262,0.0005,0.0036,0.0027,0.0054,0.0183
098-167,fear,0.8499,0.0347,0.0021,0.0087,0.0986,0.0017,0.0044
098-168,fear,0.1182,0.0196,0.0009,0.1195,0.0047,0.6823,0.0548
098-169,fear,0.0304,0.0282,0.0017,0.2037,0.0026,0.727,0.0063
098-170,fear,0.7096,0.0498,0.0255,0.1702,0.0112,0.031,0.0028
098-206,disgust,0.8122,0.0853,0.0006,0.0031,0.0014,0.0004,0.0969
098-207,disgust,0.7517,0.0379,0.0057,0.1156,0.0723,0.0007,0.0161
098-208,disgust,0.0736,0.9176,0.0001,0.0022,0.0002,0.0002,0.0061
098-209,disgust,0.6965,0.114,0.0115,0.1429,0.005,0.0028,0.0273
098-210,disgust,0.5361,0.0334,0.3994,0.015,0.0117,0.0014,0.0031
098-211,disgust,0.5634,0.0162,0.3114,0.0089,0.0896,0.0044,0.006
098-212,disgust,0.5498,0.0435,0.0222,0.3498,0.0305,0.0024,0.0017
098-213,disgust,0.6387,0.0677,0.0233,0.2531,0.0041,0.0096,0.0036
098-214,disgust,0.3068,0.3412,0.0022,0.002,0.2769,0.0006,0.0704
098-215,disgust,0.8951,0.0121,0.0027,0.0027,0.0366,0.0013,0.0495
098-216,disgust,0.93,0.0028,0.0034,0.0036,0.0585,0.0005,0.0012
098-217,disgust,0.9583,0.006,0.0188,0.0021,0.0121,0.0005,0.0023
098-218,disgust,0.0319,0.9525,0.0011,0.004,0.0002,0.0002,0.0102
098-219,disgust,0.8291,0.0387,0.0165,0.0165,0.0949,0.0011,0.0031
098-220,disgust,0.0343,0.9613,0.0001,0.0016,0.0003,6.68E-05,0.0023
098-256,angry,0.8309,0.0773,0.0749,0.0061,0.0018,0.0008,0.0082
098-257,angry,0.011,0.986,8.06E-05,0.0015,5.98E-05,7.47E-05,0.0014
098-258,angry,0.0106,0.0913,0.0006,0.4412,0.0002,0.4498,0.0063
098-259,angry,0.0771,0.2508,0.4814,0.1589,0.0186,0.0114,0.0018
098-260,angry,0.7616,0.1446,0.0498,0.0167,0.0212,0.0009,0.0053
098-261,angry,0.8734,0.0758,0.0142,0.015,0.0168,0.0013,0.0034
098-262,angry,0.0035,0.9648,0.0046,0.0199,0.0024,0.0035,0.0013
098-263,angry,0.3138,0.6542,0.0032,0.0088,0.0033,0.0006,0.0162
098-264,angry,0.0264,0.9351,0.0021,0.0254,0.0017,0.001,0.0083
098-265,angry,0.5068,0.1168,0.3465,0.013,0.0076,0.0017,0.0075
098-266,angry,0.0048,0.0257,0.008,0.9031,0.0002,0.0575,0.0007
098-267,angry,0.6491,0.0925,0.1549,0.0673,0.0274,0.0066,0.0022
098-268,angry,0.1477,0.7362,0.0112,0.0493,0.002,0.0069,0.0468
098-269,angry,0.7347,0.1776,0.0459,0.0338,0.002,0.0011,0.0049
098-270,angry,0.0085,0.0482,0.0018,0.4378,0.0002,0.5017,0.0018
098-306,sad,0.3891,0.0142,0.5217,0.0069,0.0601,0.0039,0.0041
098-307,sad,0.3707,0.0892,0.4906,0.019,0.0263,0.0016,0.0026
098-308,sad,0.0154,0.8648,0.0029,0.1048,0.0001,0.0069,0.005
098-309,sad,0.9347,0.0191,0.0146,0.0059,0.0234,0.001,0.0014
098-310,sad,0.2582,0.0032,0.0058,0.0016,0.7275,0.0015,0.0022
098-311,sad,0.7777,0.0432,0.1261,0.0282,0.0156,0.0045,0.0047
098-312,sad,0.027,0.0104,0.0027,0.8863,0.0006,0.0716,0.0015
098-313,sad,0.0587,0.8169,0.0016,0.0328,0.0679,0.0065,0.0156
098-314,sad,0.6133,0.1,0.1464,0.0487,0.0848,0.0041,0.0027
098-315,sad,0.3739,0.0074,0.3965,0.0056,0.2071,0.0062,0.0033
098-316,sad,0.9062,0.0071,0.0203,0.002,0.0614,0.0008,0.0022
098-317,sad,0.5,0.0212,0.3913,0.0145,0.058,0.0112,0.0038
098-318,sad,0.1256,0.0293,0.7642,0.0245,0.0467,0.0045,0.0053
098-319,sad,0.0205,0.7394,0.0007,0.2206,0.01,0.0072,0.0015
098-320,sad,0.0708,0.1696,0.0014,0.0051,0.7505,0.0003,0.0023
099-021,happy,0.318,0.0032,0.4909,0.0038,0.1747,0.006,0.0034
099-022,happy,0.0382,0.0049,0.0004,0.0009,0.9551,0.0002,0.0004
099-023,happy,0.8831,0.0106,0.0056,0.0029,0.0953,0.0016,0.001
099-024,happy,0.815,0.035,0.0157,0.0022,0.0325,0.0007,0.0989
099-025,happy,0.9238,0.0025,0.038,0.0015,0.0305,0.0007,0.0029
099-026,happy,0.9442,0.0086,0.0249,0.0106,0.0039,0.0016,0.0062
099-027,happy,0.7332,0.0026,0.2369,0.0033,0.0157,0.0058,0.0024
099-028,happy,0.0395,0.0212,0.0032,0.1761,0.0006,0.7507,0.0087
099-029,happy,0.657,0.0976,0.0973,0.0669,0.0456,0.0224,0.0131
099-030,happy,0.2386,0.673,0.0014,0.0052,0.0011,0.0005,0.0803
099-031,happy,0.652,0.0018,0.287,0.0016,0.0482,0.001,0.0084
099-032,happy,0.7023,0.1806,0.0479,0.0061,0.0046,0.0003,0.0582
099-033,happy,0.5682,0.0892,0.0207,0.0104,0.2991,0.0086,0.0037
099-034,happy,0.0429,0.0036,0.9378,0.0082,0.0045,0.0024,0.0006
099-035,happy,0.0425,0.0016,0.0005,0.0004,0.9546,0.0001,0.0002
099-071,surprise,0.7182,0.1988,0.0008,0.0259,0.003,0.0004,0.0529
099-072,surprise,0.794,0.0233,0.0131,0.1357,0.0033,0.016,0.0146
099-073,surprise,0.8008,0.0611,0.013,0.0146,0.1053,0.0016,0.0036
099-074,surprise,0.9053,0.0091,0.0037,0.0036,0.077,0.0007,0.0007
099-075,surprise,0.0689,0.0039,0.0014,0.0151,0.002,0.904,0.0047
099-076,surprise,0.2147,0.0209,0.0005,0.0059,0.7381,0.0172,0.0028
099-077,surprise,0.4233,0.1246,0.0425,0.1355,0.0137,0.026,0.2345
099-078,surprise,0.4632,0.2131,0.1403,0.0101,0.0783,0.0022,0.0929
099-079,surprise,0.8557,0.0163,0.0013,0.0071,0.1173,0.0015,0.0007
